LEAID,boarddocs_url,school_district_from_boarddocs,LEA_NAME,address_from_boarddocs,home_website_from_boarddocs,phone_from_nces
2918300,https://go.boarddocs.com/mo/lsr7sd/Board.nsf/Public,Learning for Life,LEE'S SUMMIT R-VII,LSR-7,lsr7.org,(816) 986-1000
3904453,https://go.boarddocs.com/oh/nrid/Board.nsf/Public,North Ridgeville City School District,North Ridgeville City,"34620 Bainbridge Road | North Ridgeville, OH 44039",nrcs.net,(440) 327-4444
510680,https://go.boarddocs.com/ar/nlrsd/Board.nsf/Public,North Little Rock School District,NORTH LITTLE ROCK SCHOOL DISTRICT,"2400 Willow Street | North Little Rock, AR 72114",nlrsd.org,(501) 771-8000
3622890,https://go.boarddocs.com/ny/midlakes/Board.nsf/Public,Phelps-Clifton Springs CSD,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,"1490 State Route 488  Clifton Springs, NY 14432 | (315) 548-6420",midlakes.org,(315) 548-6420
5308670,https://go.boarddocs.com/wa/wassd/Board.nsf/Public,Sunnyside School District,Sunnyside School District,"1110 South 6th Street | Sunnyside, WA 98944-2197 | (509) 837-5851",sunnysideschools.org,(509) 837-5851
2011640,https://go.boarddocs.com/ks/smsd/Board.nsf/Public,Shawnee Mission School District,Shawnee Mission Pub Sch,"8200 W. 71st Street • Shawnee Mission, KS 66204 • (913) 993-6200",smsd.org,(913) 993-6200
2611700,https://go.boarddocs.com/mi/deck/Board.nsf/Public,Deckerville Community Schools,Deckerville Community School District,,deckerville.k12.mi.us,(810) 376-3615
200810,https://go.boarddocs.com/ak/wrangell/Board.nsf/Public,Wrangell Public Schools,Wrangell Public School District,"P.O. Box 2319 | Wrangell, AK 99929-2319 | p 907-874-2347 | f 907-874-3137",wpsd.us,(907) 874-2347
1809600,https://go.boarddocs.com/in/risun/Board.nsf/Public,Rising Sun-Ohio County Community School Corporation,Rising Sun-Ohio Co Com,,risingsunschools.com,(812) 438-2655
3904693,https://go.boarddocs.com/oh/escco/Board.nsf/Public,Educational Service Center of Central Ohio,ESC of Central Ohio,"2080 Citygate Drive • Columbus, OH 43219 | 614.445.3750",escco.org,(614) 445-3750
4211730,https://go.boarddocs.com/pa/sauc/Board.nsf/Public,Saucon Valley School District,Saucon Valley SD,,svpanthers.org,(610) 838-7026
2000045,https://go.boarddocs.com/ks/tlec/Board.nsf/Public,Three Lakes Educational Cooperative KS,Three Lakes Educational Cooperative,"1318 Topeka Avenue Lyndon, KS 66451 | 785-828-3113",three-lakes.org,(785) 828-3113
5511100,https://go.boarddocs.com/wi/sdoregon/Board.nsf/Public,Oregon School District,Oregon School District,"123 E. Grove Street, Oregon, WI 53575",oregonsd.org,(608) 835-4000
2601056,https://go.boarddocs.com/mi/wayflint/Board.nsf/Public,WAY Academy of Flint,WAY Academy - Flint,"817 East Kearsley, Flint, MI 48503 Phone: 810-412-8655",wayacademyflint.net,(810) 412-8655
5506630,https://go.boarddocs.com/wi/howsu/Board.nsf/Public,Howard-Suamico School District,Howard-Suamico School District,,hssdschools.org,(920) 662-7878
3618480,https://go.boarddocs.com/ny/marcellus/Board.nsf/Public,Marcellus Central School District,MARCELLUS CENTRAL SCHOOL DISTRICT,"2 Reed Pkwy Marcellus, NY 13108-1199",marcellusschools.org,(315) 673-6000
3621810,https://go.boarddocs.com/ny/ocs/Board.nsf/Public,Onondaga Central School District,ONONDAGA CENTRAL SCHOOL DISTRICT,"4466 South Onondaga Road | Nedrow, NY 13120 | Phone: 315-552-5000",onondagacsd.org,(315) 552-5000
2005850,https://go.boarddocs.com/ks/usd388/Board.nsf/Public,Ellis Unified School District 388,Ellis,,usd388.com,(785) 726-4281
3904734,https://go.boarddocs.com/oh/fhlsd/Board.nsf/Public,Forest Hills School District,Forest Hills Local,"7946 Beechmont Avenue | Cincinnati, OH 45255 | Ph: (513) 231-3600 Fx: (513) 231-3830",foresthills.edu,(513) 231-3600
3407530,https://go.boarddocs.com/nj/hvrsd/Board.nsf/Public,Hopewell Valley Regional School District,Hopewell Valley Regional School District,"425 S Main St.  |  Pennington, NJ 08534   |   tel 609.737.4000   |   fx 609.737.1418",hvrsd.org,(609) 737-4000
600046,https://go.boarddocs.com/ca/gonzales/Board.nsf/Public,Gonzales Unified School District,Gonzales Unified,"600 Elko Street, PO BOX G, Gonzales, CA 93926 | 831-675-0100",gonzalesusd.net,(831) 675-0100
2629370,https://go.boarddocs.com/mi/rave/Board.nsf/Public,Ravenna Public Schools,Ravenna Public Schools,,ravennaschools.org,(231) 853-2231
3904934,https://go.boarddocs.com/oh/kal/Board.nsf/Public,Kalida Local Schools,Kalida Local,,kalidaschools.org,(419) 532-3534
408850,https://go.boarddocs.com/az/vail/Board.nsf/Public,Vail School District,Vail Unified District (4413),"13801 E. Benson Highway, P.O. Box 800 | Vail, AZ 85641",vailschooldistrict.org,(520) 879-2000
2627150,https://go.boarddocs.com/mi/oeas/Board.nsf/Public,,Ovid-Elsie Area Schools,"Ovid-Elsie Area Schools | 8989 E. Colony RD. Elsie, MI 48831 | Phone 989-834-2271 | Fax 989-862-5887",ovidelsie.org,(989) 834-2271
5511350,https://go.boarddocs.com/wi/peasdwi/Board.nsf/Public,Palmyra-Eagle Area School District,Palmyra-Eagle Area School District,"123 Burr Oak St | PO Box 901 | Palmyra, WI 53156 | p (262) 495-7101 | f (262) 458-9068",peasd.org,(262) 495-7101
4213590,https://go.boarddocs.com/pa/lewi/Board.nsf/Public,Lewisburg Area School District,Lewisburg Area SD,"1951 Washington Ave., Lewisburg, PA 17837 | Phone: (570) 523-3220",lasd.us,(570) 523-3220
5300570,https://go.boarddocs.com/wa/wabsd/Board.nsf/Public,,Blaine School District,,blainesd.org,(360) 332-5881
2635730,https://go.boarddocs.com/mi/webb/Board.nsf/Public,,Webberville Community Schools,"Webberville Community Schools | 309 East Grand River Avenue Webberville, MI 48892 | Phone: 517-521-3422 | Fax: 517-521-4139",webbervilleschools.org,(517) 521-3422
3904942,https://go.boarddocs.com/oh/crestash/Board.nsf/Public,"Crestview Local School District -Ashland, Ohio (Richland County)",Crestview Local,"1575 State Rt 96 | Ashland, OH 44805 | 419-895-1700 | Fax:  419-895-1733",crestviewschools.net,(419) 895-1700
1725290,https://go.boarddocs.com/il/d15/Board.nsf/Public,McHenry School District 15,McHenry CCSD 15,"420 N. Front St. McHenry, IL 60050",d15.org,(779) 244-1000
3609030,https://go.boarddocs.com/ny/dufsd/Board.nsf/Public,Depew Union Free School District,DEPEW UNION FREE SCHOOL DISTRICT,"5201 Transit Road, Depew, New York 14043 (716) 686-5000",depewschools.org,(716) 686-5105
2614550,https://go.boarddocs.com/mi/flush/Board.nsf/Public,Flushing Community Schools,Flushing Community Schools,,flushingschools.org,(810) 591-1180
3904848,https://go.boarddocs.com/oh/cloverleaf/Board.nsf/Public,Cloverleaf Local Schools,Cloverleaf Local,"8525 Friendsville Road | Lodi, Ohio 44254 | 330-948-2500",cloverleaflocal.org,(330) 302-0303
3904717,https://go.boarddocs.com/oh/cardinal/Board.nsf/Public,Cardinal Local Schools,Cardinal Local,"15982 E. High Street | P.O. Box 188, Middlefield, Ohio 44062",cardinalschools.org,(440) 632-0261
5500360,https://go.boarddocs.com/wi/antigo/Board.nsf/Public,Unified School District of Antigo,Antigo Unified School District,"120 S Dorr Street, Antigo, WI 54409 | p 715-627-4355 | f 715-623-3279",antigo.k12.wi.us,(715) 627-4355
1722020,https://go.boarddocs.com/il/d158/Board.nsf/Public,Lansing School District 158,Lansing SD 158,"18300 Greenbay Avenue | Lansing, IL 60438 | 708-474-6700",d158.net,(708) 474-6700
3625170,https://go.boarddocs.com/ny/rhnet/Board.nsf/Public,Rush-Henrietta Central School District,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,"2034 Lehigh Station Road | Henrietta, NY 14467 | p (585) 359-5000 | f (585) 359-5045",rhnet.org,(585) 359-5000
2629340,https://go.boarddocs.com/mi/rapid/Board.nsf/Public,Rapid River Schools,Rapid River Public Schools,,rapidriver.k12.mi.us,(906) 474-6411
3904577,https://go.boarddocs.com/oh/eli/Board.nsf/Public,Elida Local Schools,Elida Local,,home.elida.k12.oh.us,(419) 338-6804
3631560,https://go.boarddocs.com/ny/wilson/Board.nsf/Public,Wilson Central School District,WILSON CENTRAL SCHOOL DISTRICT,"P.O. Box 648;  374 Lake Street;  Wilson, NY 14172 | 716-751-9341",wilsoncsd.org,(716) 751-9341
3615980,https://go.boarddocs.com/ny/johnstown/Board.nsf/Public,Greater Johnstown School District,JOHNSTOWN CITY SCHOOL DISTRICT,"1 Sir Bills Circle, Suite 101, Johnstown NY 12095",johnstownschools.org,(518) 762-4611
3904950,https://go.boarddocs.com/oh/hunt/Board.nsf/Public,Huntington Local School District,Huntington Local,"188 Huntsman Road  |  Chillicothe, OH  |  P: 740.663.5892  |  F: 740.663.6078",huntsmen.org,(740) 663-5892
5500390,https://go.boarddocs.com/wi/aasd/Board.nsf/Public,Appleton Area School District,Appleton Area School District,"131 East Washington Street, Suite 1A  |  Appleton, WI 54911  |  (920) 852-5300",aasd.k12.wi.us,(920) 852-5300
3613560,https://go.boarddocs.com/ny/hancockcsd/Board.nsf/Public,Hancock Central School District,HANCOCK CENTRAL SCHOOL DISTRICT,"67 Education Lane Hancock, NY 13783",hancock.stier.org,(607) 637-1301
2608520,https://go.boarddocs.com/mi/csps/Board.nsf/Public,Cedar Springs Public Schools,Cedar Springs Public Schools,,csredhawks.org,(616) 696-1204
3904373,https://go.boarddocs.com/oh/cencsd/Board.nsf/Public,,Centerville City,,centerville.k12.oh.us,(937) 433-8841
3611490,https://go.boarddocs.com/ny/tbafcs/Board.nsf/Public,Franklinville Central School District,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,"31 North Main Street | Franklinville, NY 14737 | 716-676-8000",tbafcs.org,(716) 676-8059
2600974,https://go.boarddocs.com/mi/dlacademy/Board.nsf/Public,Detroit Leadership Academy,Detroit Leadership Academy,"13550 Virgil St., Detroit, MI 48223",detroitleadership.org,(313) 977-9178
4217850,https://go.boarddocs.com/pa/nwlsd/Board.nsf/Public,Northwestern Lehigh School District,Northwestern Lehigh SD,"6493 Route 309 New Tripoli, PA 18066 Phone: (610) 298-8661 Fax: (610) 298-8002",nwlehighsd.org,(610) 298-8661
611490,https://go.boarddocs.com/ca/drycreek/Board.nsf/Public,Dry Creek Joint Elementary School District,Dry Creek Joint Elementary,"8849 Cook Riolo Road | Roseville, CA  95747",drycreekschools.us,(916) 770-8800
200180,https://go.boarddocs.com/ak/asdk12/Board.nsf/Public,Anchorage School District,Anchorage School District,"5530 E Northern Lights Blvd | Anchorage, AK 99504-3135 | Phone 907-742-4315 | Fax  907-742-4401",asdk12.org,(907) 742-4000
1741250,https://go.boarddocs.com/il/wps60/Board.nsf/Public,Waukegan Public School District 60,Waukegan CUSD 60,"1201 North Sheridan Road | Waukegan, IL 60085 | Ph: 224-303-1000",wps60.org,(224) 303-1000
1808070,https://go.boarddocs.com/in/nver/Board.nsf/Public,North Vermillion Community School Corporation,North Vermillion Com Sch Corp,,nvc.k12.in.us,(765) 492-4033
613920,https://go.boarddocs.com/ca/fusd/Board.nsf/Public,Fontana Unified School District,Fontana Unified,"9680 Citrus Avenue | Fontana, CA  92335",fusd.net,(909) 357-7600
3904835,https://go.boarddocs.com/oh/sebring/Board.nsf/Public,Sebring Local Schools,Sebring Local,,sebring.k12.oh.us,(330) 938-6165
4204530,https://go.boarddocs.com/pa/burr/Board.nsf/Public,BURRELL SCHOOL DISTRICT,Burrell SD,"1021 Puckety Church Road | Lower Burrell, PA 15068",burrell.k12.pa.us,(724) 334-1406
5504920,https://go.boarddocs.com/wi/freesd/Board.nsf/Public,Freedom Area School District,Freedom Area School District,,freedomschools.k12.wi.us,(920) 788-7944
636390,https://go.boarddocs.com/ca/seq/Board.nsf/Public,Sequoia Union High School District,Sequoia Union High,"480 James Ave. | Redwood City, CA 94062 | (650) 369-1411 |",seq.org,(650) 369-1411
2628950,https://go.boarddocs.com/mi/porta/Board.nsf/Public,Portage Public Schools,Portage Public Schools,,portageps.org,(269) 323-5000
4220430,https://go.boarddocs.com/pa/rive/Board.nsf/Public,Riverview School District,Riverview SD,"701 Tenth Street, Oakmont, PA 15139",rsd.k12.pa.us,(412) 828-1800
3904932,https://go.boarddocs.com/oh/contoh/Board.nsf/Public,Continental Local Schools,Continental Local,,continentalpirates.org,(419) 596-3671
2916770,https://go.boarddocs.com/mo/ksdmo/Board.nsf/Public,Kirkwood School District,KIRKWOOD R-VII,1099 Milwaukee Street |  Kirkwood MO 63122 | Phone: 314.213.6100,kirkwoodschools.org,(314) 213-6101
5302460,https://go.boarddocs.com/wa/esd401/Board.nsf/Public,Ellensburg School District #401,Ellensburg School District,1300 East Third Avenue | Ellensburg WA 98926 |  (509) 925-8000,esd401.org,(509) 925-8000
1801890,https://go.boarddocs.com/in/cpsin/Board.nsf/Public,Clark-Pleasant Community School Corporation,Clark-Pleasant Community Sch Corp,"50 Center Street |  Whiteland, IN 46184 |  Ph: (317) 535-7579 |  Fx: (317) 535-4931",cpcsc.k12.in.us,(317) 535-7579
3407560,https://go.boarddocs.com/nj/howell/Board.nsf/Public,Howell Township Public Schools,Howell Township Public School District,"4567 Route 9 North, Howell, NJ 07731 | (732) 751-2480",howell.k12.nj.us,(732) 751-2480
5509570,https://go.boarddocs.com/wi/mil/Board.nsf/Public,School District of Milton,Milton School District,,milton.k12.wi.us,(608) 868-9200
5101510,https://go.boarddocs.com/vsba/frcps/Board.nsf/Public,Fredericksburg City Public Schools,Fredericksburg City Public Schools,"210 Ferdinand Street | Fredericksburg, VA 22401 | (540) 372-1130 | f (540) 372-1111",fxbgschools.us,(540) 372-1130
5601420,https://go.boarddocs.com/wy/bighorn1/Board.nsf/Public,Big Horn County School District #1,Big Horn County School District #1,"99 South Division | Cowley, WY 82420 | P: 307-548-2254 | F: 307-548-7610",bighorn1.com,(307) 548-2254
2621690,https://go.boarddocs.com/mi/lind/Board.nsf/Public,,Linden Community Schools,,lindenschools.org,(810) 591-0980
4215030,https://go.boarddocs.com/pa/mechpa/Board.nsf/Public,Mechanicsburg Area School District,Mechanicsburg Area SD,"600 S. Norway Street, 2nd Floor | Mechanicsburg, PA 17055  | 717-691-4500  | 717-691-3438 (fax)",mbgsd.org,(717) 691-4500
3405430,https://go.boarddocs.com/nj/tfps/Board.nsf/Public,Township of Franklin Public Schools,Township of Franklin School District,"3228 Coles Mill Road | Franklinville, NJ 08322 | 856-629-9500 | f 856-629-1486",franklintwpschools.org,(856) 629-9500
3904458,https://go.boarddocs.com/oh/oakwood/Board.nsf/Public,Oakwood City School District,Oakwood City,"20 Rubicon Road | Oakwood, Ohio 45409 | (937) 297-5332 | f (937) 297-5345",oakwoodschools.org,(937) 297-5332
3904674,https://go.boarddocs.com/oh/bigwal/Board.nsf/Public,Big Walnut Local School District,Big Walnut Local,"110 Tippett Court, Sunbury, Ohio 43074",bwls.net,(740) 965-3010
1201230,https://go.boarddocs.com/fl/mancofl/Board.nsf/Public,School District of Manatee County,MANATEE,,manateeschools.net,(941) 708-8770
2607590,https://go.boarddocs.com/mi/cad/Board.nsf/Public,Cadillac Area Public Schools,Cadillac Area Public Schools,,cadillacschools.org,(231) 876-5000
3629160,https://go.boarddocs.com/ny/tlcsd/Board.nsf/Public,Tupper Lake Central School District,TUPPER LAKE CENTRAL SCHOOL DISTRICT,"294 Hosley Avenue | Tupper Lake, NY  12986 | 518.359.3371",tupperlakecsd.net,(518) 359-3371
4502100,https://go.boarddocs.com/sc/fairfield/Board.nsf/Public,Fairfield County School District,Fairfield 01,"1226 US Highway 321 By-Pass South  | Winnsboro, SC 29180",fairfield1.org,(803) 635-4607
2930360,https://go.boarddocs.com/mo/trenton9/Board.nsf/Public,Trenton R-IX School District,TRENTON R-IX,"1607 Normal Street | Trenton, MO 64683 | 660.339.6266 | f 660.358.1016",trentonr9.k12.mo.us,(660) 359-3994
3621510,https://go.boarddocs.com/ny/oacs/Board.nsf/Public,Oakfield-Alabama Central School District,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,"7001 Lewiston Road |  Oakfield, NY 14125 | p (585)948-5211 | f (585)948-9362",oahornets.org,(585) 948-5211
2600185,https://go.boarddocs.com/mi/thewcaa/Board.nsf/Public,William C. Abney Academy,William C. Abney Academy,"1435 Fulton St. East, Grand Rapids, MI 49503 Phone: 616-454-5541",thewcaa.org,(616) 454-5541
602334,https://go.boarddocs.com/ca/roselandsd/Board.nsf/Public,Roseland Public Schools,Roseland Charter District,"1691 Burbank Avenue , Santa Rosa ,CA 95407",roselandsd.org,(707) 545-0102
633510,https://go.boarddocs.com/ca/roselandsd/Board.nsf/Public,Roseland Public Schools,Roseland,"1691 Burbank Avenue , Santa Rosa ,CA 95407",roselandsd.org,(707) 545-0102
2618390,https://go.boarddocs.com/mi/hildal/Board.nsf/Public,Hillsdale Community Schools,Hillsdale Community Schools,,hillsdaleschools.org,(517) 437-4401
802070,https://go.boarddocs.com/co/alamosa/Board.nsf/Public,Alamosa School District,Alamosa School District No. Re-11J,"700 MAIN STREET ALAMOSA, CO 81101 | 719-587-1600",alamosa.k12.co.us,(719) 587-1600
5513020,https://go.boarddocs.com/wi/ripasd/Board.nsf/Public,Ripon Area School District,Ripon Area School District,"1120 Metomen Street, Ripon, WI 54971",ripon.k12.wi.us,(920) 748-4600
3500390,https://go.boarddocs.com/nm/ccsdnm/Board.nsf/Public,Central Consolidated School District,CENTRAL,"P.O. Box 1199, Highway 64, Old High School Road Shiprock, New Mexico 87420 | (505) 368-4984",ccsdnm.org,(505) 368-4984
3630120,https://go.boarddocs.com/ny/watertowncsd/Board.nsf/Public,Watertown City School District,WATERTOWN CITY SCHOOL DISTRICT,"1351 Washington St. PO Box 586 Watertown, NY 13601",watertowncsd.org,(315) 785-3700
4220130,https://go.boarddocs.com/pa/redb/Board.nsf/Public,Redbank Valley School District,Redbank Valley SD,,redbankvalley.net,(814) 275-2426
3611550,https://go.boarddocs.com/ny/freeport/Board.nsf/Public,Freeport Union Free School District,FREEPORT UNION FREE SCHOOL DISTRICT,"235 North Ocean Ave | Freeport, New York 11520 | p 516-867-5200  | f 516-867-5393",freeportschools.org,(516) 867-5205
3630960,https://go.boarddocs.com/ny/wufsd/Board.nsf/Public,Westbury Union Free School District NY,WESTBURY UNION FREE SCHOOL DISTRICT,2 Hitchcock Lane Old Westbury NY 11568 | Phone: (516) 876-5000,westburyschools.org,(516) 876-5016
3617940,https://go.boarddocs.com/ny/lufsd/Board.nsf/Public,Lyncourt Union Free School District,LYNCOURT UNION FREE SCHOOL DISTRICT,"2707 Court Street | Syracuse, NY 13208 | Ph: (315) 455-7571 | Fx: (315)-455-7573",lyncourtschool.org,(315) 455-7571
5509030,https://go.boarddocs.com/wi/mjsd/Board.nsf/Public,Menasha Joint School District,Menasha Joint School District,"100 MAIN STREET   •   MENASHA, WI 54952   •  Ph: (920) 967-1403   •   Fx: (920) 751-5038",mjsd.k12.wi.us,(920) 967-1401
3607260,https://go.boarddocs.com/ny/cforks/Board.nsf/Public,Chenango Forks Central School District,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,"One Gordon Drive | Binghamton, NY  13901 | p: (607) 648-7543 | f: (607) 648-7560",cforks.org,(607) 648-7543
3613710,https://go.boarddocs.com/ny/hcsdny/Board.nsf/Public,Harpursville Central School District,HARPURSVILLE CENTRAL SCHOOL DISTRICT,"54 Main Street | Harpursville, NY 13787 | (607) 693-8112",hcs.stier.org,(607) 693-8112
