,title_1,address,school_district,action,index
1497,Esperanza Cyber Charter School,"4261 N 5th St Philadelphia, PA 19140 |",,school_district,3353
1498,USD #265 Goddard Public Schools,"201 S. Main | P.O. Box 249 | Goddard, Kansas 67052 | P: 316-794-4000 | F: 316-794-2222",,school_district,3354
1499,,"600 Seven Mile Avenue | Hamilton, OH 45011",New Miami Local School District,school_district,3355
1500,Othello Washington ~ City Council ~ Serving The Community,City Council Chambers ~ 500 E. Main Street ~ 509-488-5686 ~ www.othellowa.gov,,school_district,3356
1501,New Dawn Academy of Warren,"8200 Irving Rd, Sterling Heights, MI 48312",,school_district,3357
1502,East Baton Rouge Parish School System LA,"1050 S. Foster Drive Baton Rouge, LA 70806 | (225) 922-5400",,school_district,3359
1503,Muskegon Montessori Academy for Environmental Change,"2950 McCracken St., Norton Shores, MI 49441 Phone: 231-766-7500",,school_district,3360
1504,Fayette County Career and Technical Institute,,,drop,3361
1505,Danville Local Schools,,,school_district,3362
1506,Leadership Public Schools,"99 Linden Street Oakland, CA 94607 | (510) 830-3780",,school_district,3363
1507,State Center Community College District,1171 Fulton Street Fresno CA 93721 | (559) 243-7100,,school_district,3366
1508,Urbana City Schools,,,school_district,3371
1509,Hanover County Public Schools,"200 Berkley Street . Ashland, VA  23005 . 804.365.4500",,school_district,3375
1510,"City of Hamtramck, Michigan","3401 Evaline | Hamtramck, MI | 48212 | (313) 800-5233",,school_district,3376
1511,Wauseon Exempted Village Schools,,,school_district,3377
1512,Board Policy and guidelines,,Union County College Corner Joint School District,school_district,3378
1513,Black River Local Schools,"257-A County Road 40 | Sullivan, OH 44880 | 419-736-3300",,school_district,3379
1514,Lisbon Exempted Village Schools,"317 N. Market Street, Lisbon OH 44432",,school_district,3380
1515,Columbia-Montour Area Vocational Technical School,,,drop,3383
1516,City of O'Fallon Illinois,"255 South Lincoln | O'Fallon, IL 62269  | (618) 624-4500 | f (618) 624-4508",,school_district,3385
1517,Ottoville Local Schools,,,school_district,3386
1518,Westmoreland Intermediate Unit 7,,,drop,3387
1519,Hudson Area Schools,,,school_district,3388
1520,Hunterdon Central,"84 Route 31, Flemington, NJ, 08822 | (908)782-5727",,school_district,3389
1521,Washtenaw Technical Middle College,"4800 E. Huron River Drive, Ann Arbor, MI 48105-4800 Phone: 734-973-3300",,school_district,3390
1522,Northampton County Public Schools,"7207 Young Street | Machipongo, VA 23405 | Phone: 757-678-5151",,school_district,3391
1523,North Royalton City Schools,,,school_district,3392
1524,Nixa Public Schools,,,school_district,3393
1525,St. Lucie County Public Schools,"9461 Brandywine Lane, Port St. Lucie, FL 34986| (772) 429-3600",,school_district,3394
1526,Oakland Schools Board of Education,"2111 Pontiac Lake Road Waterford, MI 48328",,school_district,3396
1527,Pleasants County Schools,"202 Fairview Dr. St. Marys, WV 26170",,school_district,3397
1528,Bladen County Board of Education,"1489 Highway 701 South | PO Box 37 | Elizabethtown, North Carolina 28337 | Ph: 910-862-4136",,school_district,3398
1529,Westwood Heights Schools,,,school_district,3399
1530,Bartholomew Consolidated School Corporation,"1200 Central Avenue  Columbus, IN 47201",,school_district,3400
1531,Georgetown Exempted Village Schools,,,school_district,3401
1532,Cheboygan-Otsego-Presque ESD,"6065 Learning Lane, Indian River, MI 49749| (231)238-9394",,drop,3402
1533,Kern Community College District,"2100 Chester Ave | Bakersfield, CA 93301 | 661-336-5100",,school_district,3403
1534,School Town of Highland,,,school_district,3404
1535,Trumbull Career and Technical Center,,,drop,3407
1536,Mercer County ESC,,,drop,3411
1537,Bedford County Public Schools,"311 South Bridge Street | Bedford, VA 24523 | 540.586.1045",,school_district,3413
1538,Cabarrus County Schools,4401 Old Airport Road | Concord NC 28025 | Ph: 704-260-5600 Fx: 704-786-6141,,school_district,3415
1539,Dundee Community Schools,,,school_district,3422
1540,Holton Public Schools,,,school_district,3424
1541,North Olmsted City Schools,26669 Butternut Ridge Rd | North Olmsted OH 44070 | 440-588-5304,,school_district,3426
1542,Educational Service Center Council of Governments,"2080 Citygate Drive  Columbus, OH 43219  614.445.3750",,drop,3427
1543,Godfrey-Lee Public Schools,,,school_district,3428
1544,Brown County Schools,,,school_district,3429
1545,Rosemount - Apple Valley - Eagan Public Schools,,,school_district,3430
1546,AACS Board of Education,,,school_district,3433
1547,Ontario Local Schools,"457 Shelby-Ontario Road | Ontario, OH 44906 | Phone Number:  419.747.4311 | Fax Number: 419.747.6859",,school_district,3434
1548,Pike Place Market Preservation & Development Authority,,,drop,3435
1549,City of Rawlins Wyoming,"521 W Cedar Street, PO Box 953 | Rawlins, WY 82301 | (307) 328-4500, ext 1001",,school_district,3441
1550,USD 309 Nickerson - South Hutchinson,"4501 West Fourth | Hutchinson, KS  67501 | Ph: (620) 663-7141 | Fx: 620-663-7148 (Fax)",,school_district,3442
1551,THE DEARBORN ACADEMY,,,school_district,3443
1552,Kalispell Public Schools,"233 1st Avenue East - Kalispell, MT 59901",,school_district,3447
1553,Jennings County School Corporation,,,school_district,3450
1554,Smyth County School Board,"121 Bagley Circle, Suite 300 | Marion, VA 24354 | 276-783-3791",,school_district,3454
1555,Barrington 220,"515 W. Main Street | Barrington, IL 60010 | 847-381-6300",,school_district,3455
1556,Virginia High School League,,,drop,3456
1557,Madison County Public Schools,"60 School Board Court | Madison, VA 22727 | Phone: 540.948.3780",,school_district,3457
1558,Pierce County Skills Center,"16117 Canyon Rd. E  Puyallup, WA 98375  Phone: 253.800.4800",,drop,3461
1559,Henry P Becton Regional High School,"120 Paterson Ave | East Rutherford, NJ 07073",,school_district,3463
1560,Southern Wells Community Schools,"9120 South 300 West | Poneto, Indiana 46781 | 765.728.5537",,school_district,3466
1561,Northwest Community Schools,"6900 Rives Junction Road  Jackson, MI 49201",,school_district,3469
1562,Mathews County Public Schools,"P. O. Box 369 | Route 611, 63 Church Street  Mathews, VA 23109 |",,school_district,3472
1563,Sycamore Academy of Science and Cultural Arts,"23151 Palomar Street | Wildomar, CA 92595 | 13000 Pipeline Ave | Chino, CA 917010 | (951) 678-5217 | (909) 606-8028",,school_district,3474
1564,Caston School Corporation,,,school_district,3476
1565,Charlotte County Public Schools,"1445 Education Way | Port Charlotte, FL 33948 | Ph: 941-255-0808 | Toll-free: 800-628-8938",,school_district,3477
1566,East Clinton Local Schools,"97 Astro Way, Sabina, OH 45169  Phone: (937) 584-2461",,school_district,3478
1567,Central Lake Public Schools,,,school_district,3479
1568,Blue Valley Schools,"15020 Metcalf, Overland Park, KS | (913) 239-4000",,school_district,3483
1569,Red Hook Central Schools,"9 Mill Road  Red Hook, NY 12571 | 845-758-2241 | info@rhcsd.org",,school_district,3484
1570,Community - Lifelong Learning - Integrity- Empowerment,,Bettendorf Community School District,school_district,3486
1571,Atlanta Classical Academy,"3260 Northside Drive Atlanta, GA 30305 | (404) 369-3500",,school_district,3490
1572,Ascension Parish School Board,"1100 Webster St, Donaldsonville, LA 70346",,school_district,3492
1573,Armada Area Schools,,,school_district,3493
1574,Caledonia Community Schools,,,drop,3494
1575,Clark County Educational Service Center,,,drop,3495
1576,Cleveland County Schools,"400 W. Marion Street | Shelby, NC 28150 | Phone: 704.476.8000",,school_district,3496
1577,Carman-Ainsworth Community Schools,,,school_district,3500
1578,Arlington Public Schools,315 N. French Avenue | Arlington  WA 98223 | 360.618.6200 | f 360.618.6221,,school_district,3501
1579,Red Oak Academy,,,school_district,3504
1580,Page County Public Schools,"735 West Main Street, Luray, VA  22835 - Phone 540-743-6533",,school_district,3505
1581,Stow Munroe Falls City Schools,"4350 Allen Road | Stow, Ohio 44224 | 330.689.5445",,school_district,3507
1582,Caddo Public Schools,"1961 Midway Ave. | Shreveport, LA 71108 | Phone: (318) 603-6300",,school_district,3508
1583,New Prairie United School Corporation,,,school_district,3509
1584,City of Independence Iowa,"331 1st Street East | Independence, Iowa 50644 | (319) 334-2780",,school_district,3511
1585,Alliance City Schools,,,school_district,3512
1586,MSD of New Durham Township,,,school_district,3514
1587,Vanguard-Sentinel Career & Technology Center,"1306 Cedar Street | Fremont, OH 43420 | 419-332-2626",,drop,3515
1588,MINERAL COUNTY SCHOOLS,,,school_district,3517
1589,Elkhart Community Schools,,,school_district,3518
1590,,"300 Garfield St. SW | Bondurant, IA 50035 |  Ph: 515-967-7819 Fx: 515-967-7847",Bondurant-Farrar Community School District,drop,3519
1591,Home of the Cavaliers,"Corunna Public Schools, 124 North Shiawassee Street, Corunna, MI 48817 (989) 743-6338",,school_district,3520
1592,Lincoln Leadership Academy Charter School,"1414 East Cedar Street | Allentown, PA 18109",,school_district,3521
1593,Central Intermediate Unit 10,,,drop,3522
1594,Darnall Charter School,"6020 Hughes St., San Diego, CA 92115",,school_district,3524
1595,Venango Technology Center,,,drop,3525
1596,Fort Larned USD 495 KS,"120 East 6th St. Larned, KS 67550 | 620.285.3185",,school_district,3526
1597,Antelope Valley Community College District,3041 West Avenue K | Lancaster CA 93536 | 661.722.6300,,school_district,3531
1598,Butler County Mental Health and Addiction Recovery Services Board,"5963 Boymel Drive | Fairfield, OH 45014-5541 | p (513) 860-9240 | f (513) 860-9241",,drop,3533
1599,Allen County ESC,,,drop,3535
1600,Leadership Military Academy,"13730 Perris Blvd. Moreno Valley, CA. 92553",,school_district,3537
1601,The Winnetka Public Schools District 36,"1235 Oak Street  Winnetka, IL 60093 | 847-446-9400",,school_district,3538
1602,Versailles Exempted Village Schools,"280 Marker Rd. | Versailles, OH 45380 | 937-526-4427",,school_district,3544
1603,City of South Portland,"25 Cottage Road South Portland, ME 04106 | (207) 767-3201",,school_district,3545
1604,Ottawa-Glandorf Local Schools,,,school_district,3546
1605,Wood County Schools,"1210 13th Street Parkersburg, WV 26101 | 304-420-9663",,school_district,3548
1606,Vassar Public Schools,,,school_district,3551
1607,"Dr. Jim Sebert, Superintendent","District Office is located at 301 Hyde Park Avenue, Waukesha, WI 53188",,drop,3555
1608,MSD of Steuben County,"400 S Martha St | Angola, IN 46703 | 260-665-2854",,school_district,3557
1609,Palomar Community College District,"1140 West Mission Road San Marcos, California 92069 | 760-744-1150",,school_district,3563
1610,Iosco RESA,,,drop,3567
1611,Livingston Classical Academy,,,school_district,3568
1612,Twin Valley Community Local Schools,"100 Education Drive | West Alexandria, OH 45381 | 937-839-4688",,school_district,3571
1613,Hopkins Public Schools,,,school_district,3575
1614,Fairlawn Local Schools,"18800 Johnston Rd | Sidney, OH 45365 | 937-492-5930",,school_district,3578
1615,MSD of Lawrence Township,"6501 Sunnyside Road | Indianapolis, IN 46236 | p (317) 423-8200 | f (317) 543-3534",,school_district,3582
1616,Fairless Local Schools,,,school_district,3585
1617,Garrett County Public Schools,"770 Dennett Road | Oakland, MD 21550 | p 301.334.8900 | f 301.334.7621",,school_district,3587
1618,Voorhees Township Public Schools,"329 Route 73, Voorhees, NJ 08043 |  (856)751-8446",,school_district,3590
1619,Kenowa Hills Public Schools,,,school_district,3591
1620,Joliet Public Schools District 86,"420 N Raynor Ave. | Joliet, IL 60435-6097 | (815) 740-3196",,school_district,3595
1621,La Porte Community School Corporation,"1000 Harrison Street | La Porte, Indiana 46350 | Ph: 219-362-7056 Fx: 219-324-9347",,school_district,3597
1622,Excelsior Charter Schools,"15505 Civic Dr. Victorville, CA 92392 | 760.245.4262 | Fax: 760.780.4996",,school_district,3598
1623,Greenville County Schools,"301 E. Camperdown Way | Greenville, South Carolina 29601 | Phone: 864.355.3100",,school_district,3600
1624,BIG FOOT UNION HIGH SCHOOL,,,school_district,3601
1625,Upper Valley Career Center,"8811 Career Drive | Piqua, OH 45356 | 937-778-1980",,drop,3603
1626,Salem City Schools,"510 S. College Ave. | Salem, VA 24153 | Phone: 540.389.0130",,school_district,3604
1627,York Academy Regional Charter School,,,school_district,3605
1628,Tri-Valley CUSD #3,"410 E Washington Street, Downs, IL 61736 Phone: (309) 378-2351",,school_district,3606
1629,Mt. San Jacinto Community College District,"1499 N State Street | San Jacinto, CA 92583 | 951.487.6752",,school_district,3611
1630,Manchester Local Schools,"130 Wayne Frye Drive | Manchester, OH 45144 | p 937.549.4777 | f (937) 549-4744",,school_district,3612
1631,School City of Hammond,"41 Williams Street | Hammond, IN 46320 | 219-933-2400",,school_district,3613
1632,New Lothrop Area Public Schools,,,school_district,3614
1633,Goochland County Public Schools,"2938 River Road West, Building I, P.O. Box 169, Goochland, VA  23063 | 804.556.5630",,school_district,3615
1634,"County of Midland, Michigan","220 W Ellsworth Street | Midland, MI  48640 | (989) 832-6775 | f (989) 837-6587",,school_district,3617
1635,Recreation Centers of Sun City West,"19803 R.H. Johnson Blvd. (Bldg. G3)| Sun City West, AZ 85375 | 623-544-6115",,drop,3620
1636,Muskegon Heights Public School Academy System,"2441 Sanford Street, Muskegon Heights, MI 49444 Phone: 231-830-3703",,school_district,3623
1637,Vista Charter Public Schools,"2900 W. Temple St. | Los Angeles, CA 90026 | (213) 201-4000 | f (213) 201-5861",,school_district,3624
1638,Sussex County Public Schools,"21302 Sussex Drive ● Stony Creek, Virginia 23882 ● p (434) 246-1099  ●  f (434) 246-8214",,school_district,3631
1639,Mesick Consolidated Schools,,,school_district,3632
1640,"City of Wickliffe, Ohio","28730 Ridge Road Wickliffe, OH 44092 | (440) 943-7100",,school_district,3634
1641,Eagle Ridge Academy,"11111 Bren Road W | Minnetonka, MN 55343 | 952.746.7760 | f 952.746.7765",,school_district,3636
1642,Neola Board Documents and Policies,,Washtenaw Intermediate School District,drop,3637
1643,Erie 1 BOCES,"355 Harlem Road | West Seneca, NY 14224  | (716) 821-7000",,drop,3639
1644,West Michigan Academy of Arts and Academics,"17350 Hazel Street, Spring Lake, MI 49456 Phone: (616) 844-9961",,school_district,3644
1645,Erie 2-Chautauqua-Cattaraugus BOCES,"8685 Erie Road | Angola, New York 14006 | (716) 549-4454",,drop,3647
1646,Hutchinson Public Schools USD 308,"1520 North Plum | Hutchinson, KS 67501 | (620) 615-4000",,school_district,3648
1647,Surry County Schools,"PO Box 364, 209 N. Crutchfield Street Dobson, NC 27017 | 336-386-8211",,school_district,3649
1648,Colton Redlands Yucaipa ROP,"1214 Indiana Court Redlands, CA 92374 | (909) 793-3115",,drop,3650
1649,Harbor Springs Charter School,"27740 Jefferson Avenue | Temecula, CA 92590 | (951) 252-8800 | f (951) 252-8801",,drop,3654
1650,Almont Community Schools,,,school_district,3655
1651,North Fork Local Schools,,,school_district,3656
1652,Eudora Schools Board of Education,"1310 Winchester Rd. |  P.O. Box 500 | Eudora, KS 66025-0500 |  785-542-4910 | 785-542-4909 (fax)",,school_district,3660
1653,Sumter District Schools,"2680 West County Road 476 | Bushnell, Florida 33513 | Ph: 352-793-2315  Fx: 352-793-4180",,school_district,3662
1654,Cedar Grove Public Schools,"520 Pompton Ave, Cedar Grove, NJ 07009",,school_district,3664
1655,North Adams-Jerome Public Schools,,,school_district,3670
1656,Westerville City Schools,,,school_district,3671
1657,Ada Exempted Village Schools,,,school_district,3675
1658,Appalachia Intermediate Unit 8,,,drop,3679
1659,Merritt Academy,"59900 Havenridge, New Haven, MI 48048 Phone: (586) 749-6000",,drop,3680
1660,Mecklenburg County Public Schools,"175 Mayfield Drive | P.O. Box 190 | Boydton, Virginia 23917 | Ph: (434) 738-6111 | Fx: (434) 738-6679",,school_district,3682
1661,Ingham ISD exists to lead and serve for the achievement and success of all learners.,"2630 W. Howell Road | Mason, MI 48854 | 517.676.1051",,school_district,3685
1662,Lancaster County Career & Technology Center,,,drop,3686
1663,Western Montgomery Career and Technology Center,"77 Graterford Rd., Limerick, PA  19468",,drop,3687
1664,Princeton Public Schools,"25 Valley Road | Princeton, NJ 08540 | 609.806.4200",,school_district,3691
1665,Caniff Liberty Academy,"Caniff Liberty Academy 2650 Caniff Street Hamtramck, MI 48212 | (313) 872-2000",,drop,3694
1666,Bath Local Schools,"2650 Bible Road | Lima, OH 45801 | 419-221-0807",,school_district,3697
1667,Sandy Valley Local Schools,"5362 State Route 183 NE Magnolia, OH 44643 | 330-866-3339",,school_district,3698
1668,Chardon Local Schools,"428 North Street | Chardon, OH 44024 | (440) 285-4052",,school_district,3699
1669,Elgin Local Schools,,,school_district,3701
1670,Adams County_Ohio Valley Local,"Adams County Ohio Valley School District 141 Lloyd Rd, West Union, Ohio 45693",,school_district,3702
1671,Oakland International Academy,"8228 Conant Street Detroit, MI 48211 | (313) 925-1000",,drop,3705
1672,Michigan City Area Schools,"408 South Carroll Ave. | Michigan City, IN 46360 | (219) 873-2000 Fax (219) 873-2072",,school_district,3706
1673,Cedar Cliff Local Schools,,,school_district,3709
1674,Wabeno School Board Policies,,,school_district,3711
1675,Gladstone Area Schools,,,school_district,3714
1676,Alexander Local Schools,"6091 Ayers Road | Albany, OH 45710 | 740-698-8831",,school_district,3715
1677,South Euclid Lyndhurst Schools,"5044 Mayfield Rd. | Lyndhurst, OH 44124 | 216-691-2000",,school_district,3716
1678,Summit Public Schools,"780 Broadway, Redwood City, CA 94063",,school_district,3719
1679,Menominee Area Public Schools,,,school_district,3721
1680,Richard Allen Preparatory Charter School,"2601 S. 58th Street Philadelphia, PA 19143",,drop,3724
1681,Mathews Local,,,school_district,3725
1682,Glenview SD34,,Glenview School District 34,school_district,3726
1683,Clarion County Career Center,,,drop,3727
1684,Harrisonburg City Public Schools,"One Court Square | Harrisonburg, Virginia 22801 | Ph: 540.434.9916 Fx: 540.432-3260",,school_district,3729
1685,Lee County Public Schools,"155 Vo Tech Drive | Jonesville, VA 24263 | (276) 346-2107 | f (276) 346-0307",,school_district,3730
1686,Ferndale Schools,6041 Vista Drive - PO Box 698 | Ferndale WA 98248 | Phone: 360-383-9200,,school_district,3733
1687,Foothill-De Anza Community College District,"12345 El Monte Road | Los Altos Hills, CA 94022 |",,drop,3734
1688,Mid Valley School Distsrict,"52 Underwood Road | Throop, PA 18512",,school_district,3736
1689,Paola USD 368,"1115 E 303rd St. | Paola, KS  66071 | (913) 294-8000 | f (913) 294-8001",,school_district,3737
1690,White Pigeon Community Schools,,,school_district,3741
1691,City of Burlington Public Schools,"518 Locust Avenue  Burlington, NJ 08016 | (609) 387-5874",,school_district,3744
1692,Niles Community Schools,,,school_district,3748
1693,Ann Arbor Public Schools - Board of Education ~ www.a2schools.org,"2555 S. State Street ~ Ann Arbor, MI ~ 48104 ~ 734.994.2232",,school_district,3751
1694,Licking Regional Educational Service Center,,,drop,3752
1695,,,,drop,3755
1696,Cumberland County Board of Education Meeting Site,"2465 Gillespie Street | Fayetteville, NC 28306 | 910-678-2300",,school_district,3760
1697,Sciotoville Community Schools,"224 Marshall St, Portsmouth, Ohio 45662 | Phone: 7407766777",,school_district,3762
1698,Davenport Community Schools,"Achievement Service Center, 1702 Main Street Davenport, IA 52803 | p (563) 445-5000",,school_district,3764
1699,Dearborn Public Schools,,,school_district,3767
1700,University Preparatory Charter School for Young Men,"1290 Lake Avenue, Rochester, New York 14613",,drop,3772
1701,Firelands Local Schools,"112 N. Lake Street | South Amherst, Ohio 44001 | p 440-965-5821 |  f 440-965-5702",,school_district,3773
1702,Summerfield Schools,,,school_district,3774
1703,Kalamazoo Covenant Academy,"400 W Crosstown Pkwy | Kalamazoo, MI 49001 | 269-888-2700",,drop,3778
1704,Ocean City Board of Education,"501 Atlantic Avenue, Suite #1, Ocean City, NJ 08226",,school_district,3779
1705,Canton Local,,,school_district,3780
1706,Culpeper County Public Schools,"471 James Madison Hwy., Suite 201 | Culpeper, VA 22701 | 540-825-3677 | f 540-829-2111",,school_district,3781
1707,Costa Mesa Sanitary District,"290 Paularino Avenue | Costa Mesa, CA 92626-3314 | (949) 645-8400 | f (714) 540-1392",,drop,3782
1708,Colorado Board of Education,,,school_district,3783
1709,Morgan County Schools,,,school_district,3784
1710,South Piedmont Community College,"4209 Old Charlotte Highway | Monroe, NC 28110 | 704.290.5100",,drop,3786
1711,Lowell Area Schools,,,school_district,3787
1712,Board of Education of Howard County,"10910 Clarksville Pike, Ellicott City, MD 21042 - Phone: 410-313-7194",,school_district,3791
1713,"Together We Can Do This-Rebuild, Redirect, Redefine","3249 Allendale Fairfax Hwy  Fairfax, SC 29827  803-584-4603",,drop,3793
1714,Folsom Lake College,,,drop,3795
1715,Stockbridge Community Schools,,,school_district,3798
1716,Citrus College,"1000 W. Foothill Blvd. Glendora, CA 91741",,drop,3800
1717,Mattawan Consolidated School,,,school_district,3802
1718,Alachua County Public Schools,"620 East University Avenue, Gainesville Florida 32601 | Phone (352) 955-7880 | Fax (352) 505-1682",,school_district,3803
1719,Colby Public Schools USD 315,600 W 3rd St. | Colby KS 67701-2000 | p 785-460-5000 | f 785-460-5050,,school_district,3806
1720,Monroe Career & Technical Institute,"194 Laurel Lake Road, Bartonsville, PA 18321  570-629-2001",,drop,3810
1721,Charles City County Public Schools,"10035 Courthouse Road | Charles City, VA 23030 | 804.652.4612 | f 804.829-2363",,school_district,3811
1722,César Chávez Academy,"4100 Martin Street | Detroit, MI 48210 | 313-361-8689",,drop,3813
1723,Grand Haven Area Public Schools,,,school_district,3814
1724,Brown Local Schools,,,school_district,3817
1725,Dutchess BOCES,"5 BOCES Road  Poughkeepsie, New York 12601  845.486.4800",,drop,3818
1726,Pretty Prairie USD 311 KS,"206 E Main, P.O. Box 218 Pretty Prairie, Kansas 67570",,school_district,3820
1727,Wayne-Finger Lakes BOCES,,,drop,3828
1728,Fair Lawn Public Schools,"37-01 Fair Lawn Ave. Fair Lawn, NJ 07410",,school_district,3830
1729,Philadelphia Parking Authority,"701 Market Street | Philadelphia, PA 19106",,drop,3833
1730,Mechanicsburg Exempted Village Schools,,,school_district,3837
1731,Highland Local,,,school_district,3839
1732,Greenbrier County Schools,,,school_district,3840
1733,Franklin Essex Hamilton BOCES,"23 Husky Lane Malone, NY 12953 | 518 483-6420",,drop,3841
1734,Chaffey College,"5885 Haven Ave - Rancho Cucamonga, CA 91737",,drop,3846
1735,Kansas City Public Schools,2901 Troost Ave. | 64109|  816-418-7000,,school_district,3849
1736,Centreville Public Schools,,,school_district,3853
1737,Plainfield Public Schools,"1200 Myrtle Avenue, Plainfield, NJ 07063 | (908) 731-4200",,school_district,3854
1738,Carmel Clay Schools,"5201 E. Main Street Carmel, IN 46033 | (317) 844-9961",,school_district,3857
1739,Spencerville Local School,"600 School Street | Spencerville, OH 45887 | 419-647-4111",,school_district,3860
1740,South Bend Community School Corporation,"737 Beale Street| South Bend, IN 46616 | Ph: 574.393.6000",,school_district,3861
1741,Mason County Schools,,,school_district,3863
1742,Ventura County Community College District,761 East Daily Drive . Suite 200 . Camarillo . CA 93010 . 805.652.5507,,drop,3866
1743,Mio AuSable Schools,,,school_district,3870
1744,Olympic College,"1600 Chester Avenue | Bremerton, WA 98337-1699 | (360) 475-7100",,drop,3871
1745,Green Local Schools,"100 Smithie Drive, Smithville, OH 44677",,school_district,3875
1746,Northeastern Educational Intermediate Unit 19,1200 Line Street Archbald PA 18403,,drop,3877
1747,Fauquier County Public Schools VA,"320 HOSPITAL DRIVE, SUITE 40 WARRENTON, VA 20186 | P: 540-422-7005",,school_district,3878
1748,Pulaski Academy & Central School,"2 Hinman Road Pulaski, NY 13142 | 315.298.5188",,drop,3880
1749,Wilmot Union High School Board of Education,"11112 308th Avenue, Wilmot, WI 53192  |  (262) 862-9005",,school_district,3881
1750,Mentor Public Schools,"6451 Center Street | Mentor, Ohio 44060 | Phone: (440) 255-4444",,school_district,3882
1751,Plymouth Community School Corporation,"611 Berkley Street | Plymouth, IN  46563 | Ph: 574.936.3115 | Fx: 574.936.3160",,school_district,3883
1752,Stamford Public Schools,"Government Center 888 Washington Blvd Office: 5th Floor Stamford, CT 06901",,school_district,3888
1753,Miller City-New Cleveland Schools,,,school_district,3889
1754,Doctors Charter School,"11301 NW 5th Avenue | Miami Shores, FL 33168 | (305) 754-2381 | f (305) 751-5833",,drop,3890
1755,Coopersville Area Public Schools,,,school_district,3893
1756,Tacoma Community College,"6501 S. 19th Street, Tacoma, WA 98466",,drop,3894
1757,Northwest Tri-County Intermediate Unit 5,"252 Waterford St. | Edinboro, PA  16412 | (814) 734-5610 |  (814) 734-2303",,drop,3895
1758,Marysville Exempted Village Schools,"212 Chestnut Street, Marysville, Ohio 43040 | P 937.578.6100 | F 937.578.6113",,school_district,3896
1759,Jeffco Public Schools Board of Education,1829 Denver West Drive | Golden. CO 80401 | (303) 982-6800,,school_district,3897
1760,Atlanta Community Schools,,,school_district,3899
1761,Vinton County Local Schools,,,school_district,3900
1762,City of Waukegan,"100 N. Martin Luther King Jr. Ave. | Waukegan, IL 60085",,school_district,3902
1763,Los Angeles Community College District,"770 Wilshire Boulevard, Los Angeles, CA 90017 | (213) 891-2000",,drop,3903
1764,"St. Mary's County, Maryland","41770 Baldridge Street | Leonardtown, MD 20650 | 301-475-4200",,school_district,3904
1765,Gavilan Joint Community College District,"5055 Santa Teresa Blvd | Gilroy, CA 95020 | (408) 848 - 4800",,drop,3905
